col0,col1,col2,col3,col4,col5
Belz,2308,5.85,200,Ukraine,1030-01-01
Mena,11670,9.95,129,Ukraine,1408-01-01
Baturyn,2552,700,145,Ukraine,1625-01-01
Borzna,10205,107.8,130,Ukraine,1634-01-01
Andrushivka,8606,6.8,219,Ukraine,1683-01-01
Hertsa,2118,3.223,160,Ukraine,1408-01-01
Tiachiv,9019,27,216,Ukraine,1300-01-01
Ovruch,15795,9,149,Ukraine,0977-01-01
Radyvyliv,10190,5.06,221,Ukraine,1564-01-01
Vyshhorod,27825,11.4,112,Ukraine,0946-01-01
Sokal,21214,8.47,198,Ukraine,1377-01-01
Tulchyn,15051,9.26,208,Ukraine,1607-01-01
Nemyriv,11697,13,272,Ukraine,1506-01-01
Balakliia,28868,162.68,79,Ukraine,1571-01-01
Bershad,12795,7.1,171,Ukraine,1459-01-01
