col0,col1,col2,col3,col4
Servant carrying weapons-C.148,Forgotten Kingdoms: From the Hittite Empire to the Arameans,United Kingdom,sculpture,plaster
Twin lion column cast-C30,Forgotten Kingdoms: From the Hittite Empire to the Arameans,United Kingdom,sculpture,plaster
Reconstitution of the Sphinxes socle-VAG 1363,Forgotten Kingdoms: From the Hittite Empire to the Arameans,Denmark,sculpture,plaster
Cauldron attachement-6A530,Forgotten Kingdoms: From the Hittite Empire to the Arameans,Denmark,sculpture,bronze
relief with soldiers storming fortifications-AO 2255,Forgotten Kingdoms: From the Hittite Empire to the Arameans,France,relief sculpture,alabaster
Tablet-AO 21091,Forgotten Kingdoms: From the Hittite Empire to the Arameans,France,archaeological artifact,clay
Sphinx-AO 8190,Forgotten Kingdoms: From the Hittite Empire to the Arameans,France,archaeological artifact,basalt
relief with soldiers storming fortifications-AO 2255,Forgotten Kingdoms: From the Hittite Empire to the Arameans,France,archaeological artifact,alabaster
Plaque with a goddess and a lion-AM 941,Forgotten Kingdoms: From the Hittite Empire to the Arameans,France,archaeological artifact,gold
Orthostat fragment-AO 10886,Forgotten Kingdoms: From the Hittite Empire to the Arameans,France,archaeological artifact,basalt
Orthostat fragment Astitarhunza-AO 10829,Forgotten Kingdoms: From the Hittite Empire to the Arameans,France,archaeological artifact,basalt
Servants carrying weapons-C.212,Forgotten Kingdoms: From the Hittite Empire to the Arameans,United Kingdom,archaeological artifact,plaster
Servant carrying weapons-C.148,Forgotten Kingdoms: From the Hittite Empire to the Arameans,United Kingdom,archaeological artifact,plaster
