col0,col1,col2,col3,col4
Cortland County,1808-01-01,Pierre Van Cortlandt,United States of America,New York
Oswego County,1816-01-01,Oswego River,United States of America,New York
Broome County,1806-01-01,John Broome,United States of America,New York
Oneida County,1798-03-15,Oneida,United States of America,New York
Orleans County,1824-01-01,House of Orléans,United States of America,New York
Schuyler County,1854-01-01,Philip Schuyler,United States of America,New York
Chautauqua County,1811-02-09,Chautauqua Lake,United States of America,New York
Sullivan County,1809-01-01,John Sullivan,United States of America,New York
Lewis County,1805-01-01,Morgan Lewis,United States of America,New York
Allegany County,1806-01-01,Allegheny River,United States of America,New York
Putnam County,1812-01-01,Israel Putnam,United States of America,New York
Warren County,1813-03-12,Joseph Warren,United States of America,New York
Wayne County,1823-01-01,Anthony Wayne,United States of America,New York
Rensselaer County,1791-02-07,Kiliaen van Rensselaer,United States of America,New York
Montgomery County,1772-03-12,Richard Montgomery,United States of America,New York
