col0,col1,col2,col3,col4,col5
ritonavir,ritonavir,Australian pregnancy category B3,bactericide,720.313,Cytochrome P450 family 3 subfamily A member 4
atorvastatin,atorvastatin,Australian pregnancy category D,statin,558.253,3-hydroxy-3-methylglutaryl-CoA reductase
trifluoperazine,trifluoperazine,US pregnancy category C,phenothiazine,407.164,Histamine receptor H1
perphenazine,perphenazine,US pregnancy category C,phenothiazine,403.148511,Histamine receptor H1
trifluoperazine,trifluoperazine,Australian pregnancy category C,phenothiazine,407.164,Histamine receptor H1
perphenazine,perphenazine,Australian pregnancy category C,phenothiazine,403.148511,Histamine receptor H1
trifluoperazine,trifluoperazine,Australian pregnancy category C,phenothiazine,407.164,Dopamine receptor D4
dihydroergotamine,dihydroergotamine,US pregnancy category X,ergotamines,583.279,5-hydroxytryptamine receptor 1B
bromocriptine,bromocriptine,Australian pregnancy category A,ergoline,653.221,Dopamine receptor D5
meloxicam,meloxicam,Australian pregnancy category C,non-steroidal anti-inflammatory drug,351.035,Prostaglandin-endoperoxide synthase 1
bromocriptine,bromocriptine,Australian pregnancy category A,ergoline,653.221,5-hydroxytryptamine receptor 2A
meloxicam,meloxicam,Australian pregnancy category C,non-steroidal anti-inflammatory drug,351.035,Prostaglandin-endoperoxide synthase 2
bromocriptine,bromocriptine,Australian pregnancy category A,ergoline,653.221,5-hydroxytryptamine receptor 1B
thioridazine,thioridazine,Australian pregnancy category C,phenothiazine,370.153741,"Potassium inwardly-rectifying channel, subfamily J, member 6"
