col0,col1,col2,col3,col4
¡Que viva México!,1932-01-01,Upton Sinclair,Sergei Eisenstein,Russian
It's All True,1942-01-01,Orson Welles,Norman Foster,Portuguese
Port of Escape,1960-01-01,Arthur Greville Collins,John Calvert,English
The March of Time,1930-01-01,Harry Rapf,Charles Reisner,English
It's All True,1942-01-01,Orson Welles,Norman Foster,English
Great Day,1930-01-01,Irving Thalberg,Harry Beaumont,English
Arrive Alive,1991-01-01,Art Linson,Jeremiah S. Chechik,English
I Loved a Soldier,1936-01-01,Ernst Lubitsch,Henry Hathaway,English
Something's Got to Give,1962-01-01,Henry T. Weinstein,Jean Negulesco,English
"I, Claudius",1937-01-01,Alexander Korda,Josef von Sternberg,English
Something's Got to Give,1962-01-01,Henry T. Weinstein,George Cukor,English
Power,2013-01-01,Firoz A. Nadiadwala,Rajkumar Santoshi,Hindi
Notes Towards an African Orestes,1970-01-01,Gian Vittorio Baldi,Pier Paolo Pasolini,Italian
