col0,col1,col2,col3
COROT-2,pulsating variable star,0.03,4.6608
Deneb,pulsating variable star,0.23,2.29
DS Crucis,supergiant,0.34,0.3041
9 Persei,binary star,-0.09,0.7603
55 Cygni,binary star,-0.21,0.8496
Deneb,binary star,0.23,2.29
HD 124448,variable star,0.2,0.5674
HD 210221,variable star,-0.05,0.4381
DS Crucis,variable star,0.34,0.3041
9 Persei,variable star,-0.09,0.7603
HD 103313,variable star,0.02,7.9908
CD Oct,variable star,129,52.4771
55 Cygni,variable star,-0.21,0.8496
HD 44033,variable star,0.15,5.3273
