col0,col1,col2,col3
Oudendijkse Molen,quiver windmill,Hoornaar,Dorpsweg
"Kortrijkse Molen, Breukelen",quiver windmill,Breukelen,Stationsweg
Batenburg Windmill,gristmill,Batenburg,Molendijk
"Zeldenrust, Oss",gristmill,Oss,Kruisstraat
't Nupke,gristmill,Geldrop,Molenakker
"De Vlijt, Wapenveld",gristmill,Wapenveld,Groteweg
De Windvang,gristmill,Goedereede,Goereeseweg
De Leeuw,gristmill,Zeerijp,Borgweg
"Jantina Hellingmolen, Aalden",gristmill,Aalden,Molenwijk
"Windlust, Nootdorp",gristmill,Nootdorp,Oudeweg
"Sint-Antonius Abt, Borkel",gristmill,Valkenswaard,Dorpsstraat
Veldkamps Meuln,gristmill,Bellingwolde,Hoofdweg
