col0,col1,col2,col3,col4
Map of Coromandel and the adjacent country,lithograph,1869-01-01,Auckland Central City Library,Charles Heaphy
Map - Province of Takitimu,lithograph,1861-01-01,Waikato Museum,Charles Heaphy
"Hoogheemraadschap Rijnland map, 2nd edition, 1687",engraving,1687-01-01,Museum De Lakenhal,Romeyn de Hooghe
Utopia,engraving,1595-01-01,Museum Plantin-Moretus,Abraham Ortelius
Block Plan of the City of Wellington & Town Belt,plan,1870-01-01,Archives New Zealand,Charles Heaphy
Sketch of the Albert Barrack site and glacis,plan,1870-01-01,Auckland Central City Library,Charles Heaphy
Plan of the town of Auckland,plan,1851-01-01,Auckland Central City Library,Charles Heaphy
Sketch of the geology of Wellington [ms map]. 1859,drawing,1859-01-01,Alexander Turnbull Library,Charles Heaphy
"[Fort Bragg, Mendocino County, California]",drawing,1900-01-01,Bancroft Library,anonymous
The Mahurangi coast line,manuscript,1860-01-01,Auckland Central City Library,Charles Heaphy
Map of the Lakes of Killarney,geographic map,1830-01-01,National Library of Wales,anonymous
