col0,col1,col2,col3,col4,col5
German submarine U-762,German Navy,electric motor,67.1,2 cm Flugabwehrkanone 30 L/112.5,9th U-boat Flotilla
German submarine U-515,German Navy,electric motor,76.76,torpedo,10th U-boat Flotilla
German submarine U-101,German Navy,diesel engine,66.5,8.8 cm SK C/35 naval gun,7th U-boat Flotilla
German submarine U-102,German Navy,diesel engine,66.5,8.8 cm SK C/35 naval gun,7th U-boat Flotilla
German submarine U-101,German Navy,electric motor,66.5,8.8 cm SK C/35 naval gun,7th U-boat Flotilla
German submarine U-102,German Navy,electric motor,66.5,8.8 cm SK C/35 naval gun,7th U-boat Flotilla
German submarine U-101,German Navy,diesel engine,66.5,2 cm Flugabwehrkanone 30 L/112.5,7th U-boat Flotilla
German submarine U-102,German Navy,diesel engine,66.5,2 cm Flugabwehrkanone 30 L/112.5,7th U-boat Flotilla
German submarine U-101,German Navy,electric motor,66.5,2 cm Flugabwehrkanone 30 L/112.5,7th U-boat Flotilla
German submarine U-102,German Navy,electric motor,66.5,2 cm Flugabwehrkanone 30 L/112.5,7th U-boat Flotilla
