col0,col1,col2,col3,col4,col5
"De Onrust, Muiderberg",polder windmill,Netherlands,Gooise Meren,Rijksmonument,Muiderberg
Oudendijkse Molen,polder windmill,Netherlands,Giessenlanden,Rijksmonument,Hoornaar
De Beintemapoldermolen,polder windmill,Netherlands,Kollumerland en Nieuwkruisland,Rijksmonument,Westergeest
De Prinsenmolen,polder windmill,Netherlands,Rotterdam,Rijksmonument,Hillegersberg-Schiebroek
"Monnikenburenmolen, Nijhuizum",polder windmill,Netherlands,Súdwest-Fryslân,Rijksmonument,Nijhuizum
"Kortrijkse Molen, Breukelen",polder windmill,Netherlands,Stichtse Vecht,Rijksmonument,Breukelen
"De Bird, Grou",polder windmill,Netherlands,Heerenveen,Rijksmonument,Akkrum
Windmotor Hartwerd,polder windmill,Netherlands,Súdwest-Fryslân,Rijksmonument,Hartwerd
Overwaard windmill No.5,polder windmill,Netherlands,Molenwaard,Rijksmonument,Kinderdijk
"Victor, Wanswerd",polder windmill,Netherlands,Ferwerderadiel,Rijksmonument,Wanswerd
"De Marssumermolen, Marssum",polder windmill,Netherlands,Menameradiel,Rijksmonument,Marssum
"Heechheim, Goëngahuizen",polder windmill,Netherlands,Smallingerland,Rijksmonument,Goëngahuizen
Kerkmolen,polder windmill,Netherlands,Molenwaard,Rijksmonument,Molenaarsgraaf
Gere Molen,polder windmill,Netherlands,Alphen aan den Rijn,Rijksmonument,Hazerswoude-Dorp
