col0,col1,col2,col3,col4,col5
Bottle-E 32501,terracotta,"Escalier du midi, display case 1",item of collection or exhibition,-0700-01-01T00:00:00Z,Department of Egyptian Antiquities of the Louvre
Tawaret-E 14232,ceramic,"Room 643, display case 6",item of collection or exhibition,-1000-01-01T00:00:00Z,Department of Egyptian Antiquities of the Louvre
Tawaret-E 14231,ceramic,"Room 643, display case 6",item of collection or exhibition,-1000-01-01T00:00:00Z,Department of Egyptian Antiquities of the Louvre
Double bottle-E 11419,terracotta,"room 633, display case 5",item of collection or exhibition,-4000-01-01T00:00:00Z,Department of Egyptian Antiquities of the Louvre
Bottle-E 28029,terracotta,"room 633, display case 5",item of collection or exhibition,-4000-01-01T00:00:00Z,Department of Egyptian Antiquities of the Louvre
Bottle-E 25382,terracotta,"room 633, display case 5",item of collection or exhibition,-4000-01-01T00:00:00Z,Department of Egyptian Antiquities of the Louvre
Tawaret-E 14232,ceramic,"Room 643, display case 6",statuette,-1000-01-01T00:00:00Z,Department of Egyptian Antiquities of the Louvre
Tawaret-E 14231,ceramic,"Room 643, display case 6",statuette,-1000-01-01T00:00:00Z,Department of Egyptian Antiquities of the Louvre
potsherd of antropoid bottle-AO 14839,terracotta,"Near Eastern Antiquities, room B, display case 16",statuette,-1300-01-01T00:00:00Z,Department of Near Eastern Antiquities of the Louvre
Woman with child-E 32594,terracotta,"Room 637, display case 13",sculpture,-1424-01-01T00:00:00Z,Department of Egyptian Antiquities of the Louvre
Character-shaped bottle-AO 31715,copper,"Near Eastern Antiquities, room 9, display case 3",sculpture,-3000-01-01T00:00:00Z,Department of Near Eastern Antiquities of the Louvre
"Musée Saint-Raymond, 26362",terracotta,Saint-Raymond Museum reserves,pottery of ancient Greece,-0315-01-01T00:00:00Z,Musée Saint-Raymond
Bottle-E 32501,terracotta,"Escalier du midi, display case 1",archaeological artifact,-0700-01-01T00:00:00Z,Department of Egyptian Antiquities of the Louvre
