col0,col1,col2,col3
Kõpu Rural Municipality,2017-10-21,1991-12-19,2017-01-01
Ahja Rural Municipality,2017-10-22,1991-12-19,2017-01-01
Ülenurme Rural Municipality,2017-10-21,1990-11-01,2017-01-01
Abja Rural Municipality,2017-10-24,1992-02-13,2017-01-01
Kolga-Jaani Rural Municipality,2017-10-25,1991-12-19,2017-01-01
Pala Rural Municipality,2017-10-23,1992-04-30,2017-01-01
Saksi Rural Municipality,2005-10-21,1993-11-01,2005-01-01
Tabivere Rural Municipality,2017-10-25,1991-12-12,2017-01-01
Kabala Rural Municipality,2005-10-23,1991-12-12,2005-01-01
Suure-Jaani Rural Municipality,2017-10-21,2005-11-01,2017-01-01
Tapa Rural Municipality,2017-10-21,2005-10-21,2017-01-01
Konguta Rural Municipality,2017-10-24,1991-05-16,2017-01-01
Peipsiääre Rural Municipality,2017-10-23,1991-11-21,2017-01-01
Pärsti Rural Municipality,2013-11-05,1991-12-19,2013-01-01
