col0,col1,col2,col3,col4,col5,col6
Benton County,National Register of Historic Places listings in Minnesota,Benton County,Benton County,Foley,39214,1849-10-27
Chippewa County,"National Register of Historic Places listings in Chippewa County, Minnesota",Chippewa County,Chippewa County,Montevideo,12093,1862-02-20
Martin County,"National Register of Historic Places listings in Martin County, Minnesota",Martin County,Martin County,Fairmont,20422,1857-05-23
Clay County,"National Register of Historic Places listings in Clay County, Minnesota",Clay County,Clay County,Moorhead,60661,1862-03-08
Washington County,National Register of Historic Places listings in Washington County,Washington County,Washington County,Stillwater,246603,1849-10-27
Brown County,"National Register of Historic Places listings in Brown County, Minnesota",Brown County,Brown County,New Ulm,25332,1855-02-20
Douglas County,"National Register of Historic Places listings in Douglas County, Minnesota",Douglas County,Douglas County,Alexandria,36545,1858-03-02
Grant County,National Register of Historic Places listings in Minnesota,Grant County,Grand County,Elbow Lake,5989,1868-03-06
Lincoln County,National Register of Historic Places listings in Minnesota,Lincoln County,Lincoln Parish,Ivanhoe,5830,1873-11-04
Jackson County,National Register of Historic Places listings in Minnesota,Jackson County,Jackson Parish,Jackson,10260,1857-05-23
Lake County,"National Register of Historic Places listings in Lake County, Minnesota",Lake County,Lake of the Woods County,Two Harbors,10777,1856-03-01
Wabasha County,National Register of Historic Places listings in Wabasha County,Wabasha County,Wabash County,Wabasha,21443,1849-10-27
