col0,col1,col2,col3,col4
Rudersdal Municipality,2007-01-01,55739,Capital Region of Denmark,Hørsholm Municipality
Lolland Municipality,2007-01-01,42638,Region Zealand,Guldborgsund Municipality
Ringkøbing-Skjern Municipality,2007-01-01,57139,Central Denmark Region,Herning Municipality
Ikast-Brande Municipality,2007-01-01,40798,Central Denmark Region,Herning Municipality
Ringkøbing-Skjern Municipality,2007-01-01,57139,Central Denmark Region,Holstebro Municipality
Syddjurs Municipality,2007-01-01,41889,Central Denmark Region,Norddjurs Municipality
Randers Municipality,2007-01-01,97520,Central Denmark Region,Norddjurs Municipality
Skanderborg Municipality,2007-01-01,59481,Central Denmark Region,Silkeborg Municipality
Ikast-Brande Municipality,2007-01-01,40798,Central Denmark Region,Silkeborg Municipality
Favrskov Municipality,2007-01-01,47655,Central Denmark Region,Silkeborg Municipality
Horsens Municipality,2007-01-01,87736,Central Denmark Region,Silkeborg Municipality
Dragør Municipality,1974-01-01,14475,Capital Region of Denmark,Malmö Municipality
Thisted Municipality,2007-01-01,43991,North Denmark Region,Jammerbugt Municipality
Vesthimmerland Municipality,2007-01-01,37296,North Denmark Region,Jammerbugt Municipality
Brønderslev Municipality,2007-01-01,36047,North Denmark Region,Jammerbugt Municipality
