col0,col1,col2,col3,col4,col5,col6,col7
Kepler-20b,2011-12-20,42.33869426601861,Lyra,giant planet,-26.959,287.69801450660003,transit method
Mu Arae c,2004-08-25,-51.83405306920083,Ara,giant planet,-190.919,266.03626514261543,doppler spectroscopy
HD 69830 b,2006-05-18,-12.632169889,Puppis,giant planet,-987.59,124.599779417,doppler spectroscopy
Gliese 667 Ce,2013-01-01,-34.9968444,Scorpius,unconfirmed extrasolar planet,-214.4,259.7451583,doppler spectroscopy
Gliese 667 Cf,2013-01-01,-34.9968444,Scorpius,unconfirmed extrasolar planet,-214.4,259.7451583,doppler spectroscopy
Tau Ceti f,2012-12-19,-15.9374795,Cetus,unconfirmed extrasolar planet,-1721.05,26.017014083,doppler spectroscopy
Tau Ceti e,2012-12-19,-15.9374795,Cetus,unconfirmed extrasolar planet,-1721.05,26.017014083,doppler spectroscopy
HD 1461 c,2009-12-14,-8.053000667,Cetus,unconfirmed extrasolar planet,-143.83,4.674446833,doppler spectroscopy
PSR B1257+12 C,1992-01-22,12.6819875,Virgo,pulsar planet,-84.87,195.01294792,pulsar timing
PSR B1257+12 B,1992-01-22,12.6819875,Virgo,pulsar planet,-84.87,195.01294792,pulsar timing
Kepler-452b,2015-07-23,44.2775473374025,Cygnus,super-Earth,9.012,296.0036920607167,transit method
