col0,col1,col2,col3,col4,col5
"2011 Tour of Norway, Stage 3",Ian Bibby,Frederik Wilmann,Vegard Robinson Bugge,2011 Tour of Norway,Halden
"2011 Tour of Norway, Stage 2",Michael Hepburn,Nick van der Lijke,Vegard Stake Laengen,2011 Tour of Norway,Drammen
"2011 Tour of Norway, Stage 4",Stian Remme,Frederik Wilmann,Wilco Kelderman,2011 Tour of Norway,Hamar
"2011 Tour of Norway, Stage 2",René Jørgensen,Johan Lindgren,Vegard Stake Laengen,2011 Tour of Norway,Drammen
"2011 Tour of Norway, Stage 3",Roy Hegreberg,Christer Rake,Vegard Stake Laengen,2011 Tour of Norway,Halden
"2011 Tour of Norway, Stage 1",Christofer Stevenson,Vegard Robinson Bugge,Vegard Robinson Bugge,2011 Tour of Norway,Larvik
"2011 Tour of Norway, Stage 2",Stian Remme,Wilco Kelderman,Wilco Kelderman,2011 Tour of Norway,Drammen
"2011 Tour of Norway, Stage 4",Roy Hegreberg,Johan Lindgren,Jay McCarthy,2011 Tour of Norway,Hamar
"2011 Tour of Norway, Stage 3",Lars Andersson,Nick van der Lijke,Nick van der Lijke,2011 Tour of Norway,Halden
"2011 Tour of Norway, Stage 2",Michael Hepburn,Nick van der Lijke,Nick van der Lijke,2011 Tour of Norway,Drammen
"2011 Tour of Norway, Stage 4",Stefan Vreugdenhil,Nick van der Lijke,Wilco Kelderman,2011 Tour of Norway,Hamar
"2011 Tour of Norway, Stage 2",Frode Solberg,Daniel Foder,Vegard Stake Laengen,2011 Tour of Norway,Drammen
"2011 Tour of Norway, Stage 4",Stefan Vreugdenhil,Nick van der Lijke,Vegard Stake Laengen,2011 Tour of Norway,Hamar
"2011 Tour of Norway, Stage 1",Stian Remme,Nick van der Lijke,Nick van der Lijke,2011 Tour of Norway,Larvik
"2011 Tour of Norway, Stage 4",René Jørgensen,Wilco Kelderman,Vegard Stake Laengen,2011 Tour of Norway,Hamar
