col0,col1,col2,col3
figure skating at the 1968 Winter Olympics – pairs,Donald Gilchrist,France,pair skating
figure skating at the 1964 Winter Olympics – pairs,Ernst Labin,Austria,pair skating
figure skating at the 1948 Winter Olympics – pairs,James Koch,Switzerland,pair skating
figure skating at the 1960 Winter Olympics – pairs skating,Walter S. Powell,United States of America,pair skating
figure skating at the 1952 Winter Olympics – pairs,Elemér Terták,Norway,pair skating
figure skating at the 2014 Winter Olympics – pair skating,Fabio Bianchetti,Russia,pair skating
figure skating at the 2014 Winter Olympics – team trophy,Fabio Bianchetti,Russia,figure skating
figure skating at the 1994 Winter Olympics – Men's singles,Sally-Anne Stapleford,Norway,men's singles
figure skating at the 1998 Winter Olympics – men,Junko Hiramatsu,Japan,men's singles
figure skating at the 1960 Winter Olympics – women's singles,Josef Dědič,United States of America,ladies' singles
figure skating at the 1998 Winter Olympics – ladies,Sally-Anne Stapleford,Japan,ladies' singles
figure skating at the 1992 Winter Olympics – pairs,Sally-Anne Stapleford,France,pair skating
figure skating at the 1980 Winter Olympics – pairs,Hermann Schiechtl,United States of America,pair skating
