col0,col1,col2,col3
Newark,9,Essex County,New Encyclopedic Dictionary
Montgomery,73,Montgomery County,Small Brockhaus and Efron Encyclopedic Dictionary
Augusta,20,Kennebec County,Small Brockhaus and Efron Encyclopedic Dictionary
Mobile,3,Mobile County,Small Brockhaus and Efron Encyclopedic Dictionary
Atlanta,225,DeKalb County,Small Brockhaus and Efron Encyclopedic Dictionary
Portland,152,Multnomah County,Small Brockhaus and Efron Encyclopedic Dictionary
Los Angeles,93,Los Angeles County,Small Brockhaus and Efron Encyclopedic Dictionary
Montgomery,73,Montgomery County,History of Alabama and Dictionary of Alabama Biography
Atlanta,225,DeKalb County,Jewish Encyclopedia of Brockhaus and Efron
Mobile,3,Mobile County,Sytin Military Encyclopedia
Atlanta,225,DeKalb County,Sytin Military Encyclopedia
Portland,152,Multnomah County,Sytin Military Encyclopedia
Appleton,241,Winnebago County,The Nuttall Encyclopædia
Augusta,20,Kennebec County,The Nuttall Encyclopædia
