col0,col1,col2,col3,col4
"Borne milliaire, Cenon-sur-Vienne",milliarium,France,Cenon-sur-Vienne,registered historic monument
milliarium in Caveirac,milliarium,France,Caveirac,monument historique classé
Borne milliaire de Bruère-Allichamps,milliarium,France,Bruère-Allichamps,monument historique classé
Geira,milliarium,Portugal,Campo do Gerês,National Monument of Portugal
Pedra Letreira,monolith,Portugal,Alvares,Immovable Cultural Heritage of Public Interest
Cruzeiro de Campo do Gerês,calvary,Portugal,Campo do Gerês,National Monument of Portugal
Pelourinho de Valença,pillory,Portugal,"Valença, Cristelo Covo e Arão",Immovable Cultural Heritage of Public Interest
Pedra Letreira,cultural heritage,Portugal,Alvares,Immovable Cultural Heritage of Public Interest
Marco miliário,cultural heritage,Portugal,Covide,Immovable Cultural Heritage of Public Interest
Marco miliário Covide e Campo,cultural heritage,Portugal,Campo do Gerês,Immovable Cultural Heritage of Public Interest
"Via de Braga a Guimarães, 2 marcos miliários",cultural heritage,Portugal,"Oliveira, São Paio e São Sebastião",National Monument of Portugal
Pelourinho de Valença,cultural heritage,Portugal,"Valença, Cristelo Covo e Arão",Immovable Cultural Heritage of Public Interest
