col0,col1,col2,col3
Kalinovo,municipality of Slovakia,Slovakia,207
Pitelová,municipality of Slovakia,Slovakia,455
Malá Čierna,municipality of Slovakia,Slovakia,530
Veľká Čierna,municipality of Slovakia,Slovakia,495
"Lipník, Prievidza District",municipality of Slovakia,Slovakia,333
"Hankovce, Bardejov District",municipality of Slovakia,Slovakia,250
"Nižná, Tvrdošín District",municipality of Slovakia,Slovakia,584
Obid,municipality of Slovakia,Slovakia,118
Gregorovce,municipality of Slovakia,Slovakia,319
Kubáňovo,municipality of Slovakia,Slovakia,124
