col0,col1,col2,col3
2006 Malaysia Open Badminton Championships,2006 Malaysia Open Badminton Championships – Men's singles,open championship,2007 Malaysia Super Series
1953 Malaysia Open Badminton Championships,1953 Malaysia Open Badminton Championships – Men's singles,open championship,1954 Malaysia Open Badminton Championships
2002 Malaysia Open Badminton Championships,2002 Malaysia Open Badminton Championships – Men's singles,open championship,2003 Malaysia Open Badminton Championships
1958 Malaysia Open Badminton Championships,1958 Malaysia Open Badminton Championships – Men's singles,open championship,1959 Malaysia Open Badminton Championships
2004 Malaysia Open Badminton Championships,2004 Malaysia Open Badminton Championships – Men's singles,open championship,2005 Malaysia Open Badminton Championships
1993 Malaysia Open Badminton Championships,1993 Malaysia Open Badminton Championships – Men's singles,open championship,1994 Malaysia Open Badminton Championships
1985 Malaysia Open Badminton Championships,1985 Malaysia Open Badminton Championships – Men's singles,open championship,1986 Malaysia Open Badminton Championships
1983 Malaysia Open Badminton Championships,1983 Malaysia Open Badminton Championships – Men's singles,open championship,1984 Malaysia Open Badminton Championships
1966 Malaysia Open Badminton Championships,1966 Malaysia Open Badminton Championships – Men's singles,open championship,1967 Malaysia Open Badminton Championships
1939 Malaysia Open Badminton Championships,1939 Malaysia Open Badminton Championships – Men's singles,open championship,1940 Malaysia Open Badminton Championships
1937 Malaysia Open Badminton Championships,1937 Malaysia Open Badminton Championships – Men's singles,open championship,1938 Malaysia Open Badminton Championships
