col0,col1,col2,col3,col4,col5,col6,col7
GDR Badminton Oberliga 1981/1982,German Democratic Republic,GDR Badminton Oberliga 1982/1983,team championships,badminton,GDR Badminton Oberliga,GDR Badminton Oberliga 1980/1981,BV Tröbitz
GDR Badminton Oberliga 1980/1981,German Democratic Republic,GDR Badminton Oberliga 1981/1982,mixed team,badminton,GDR Badminton Oberliga,GDR Badminton Oberliga 1979/1980,BV Tröbitz
GDR Badminton Oberliga 1977/1978,German Democratic Republic,GDR Badminton Oberliga 1978/1979,mixed team,badminton,GDR Badminton Oberliga,GDR Badminton Oberliga 1976/1977,BV Tröbitz
GDR Badminton Oberliga 1975/1976,German Democratic Republic,GDR Badminton Oberliga 1976/1977,team championships,badminton,GDR Badminton Oberliga,GDR Badminton Oberliga 1974/1975,Einheit Greifswald
GDR Badminton Oberliga 1974/1975,German Democratic Republic,GDR Badminton Oberliga 1975/1976,team championships,badminton,GDR Badminton Oberliga,GDR Badminton Oberliga 1973/1974,BV Tröbitz
GDR Badminton Oberliga 1972/1973,German Democratic Republic,GDR Badminton Oberliga 1973/1974,team championships,badminton,GDR Badminton Oberliga,GDR Badminton Oberliga 1971/1972,BV Tröbitz
GDR Badminton Oberliga 1973/1974,German Democratic Republic,GDR Badminton Oberliga 1974/1975,team championships,badminton,GDR Badminton Oberliga,GDR Badminton Oberliga 1972/1973,BV Tröbitz
GDR Badminton Oberliga 1970/1971,German Democratic Republic,GDR Badminton Oberliga 1971/1972,team championships,badminton,GDR Badminton Oberliga,GDR Badminton Oberliga 1969/1970,BV Tröbitz
GDR Badminton Oberliga 1968/1969,German Democratic Republic,GDR Badminton Oberliga 1969/1970,team championships,badminton,GDR Badminton Oberliga,GDR Badminton Oberliga 1967/1968,BV Tröbitz
GDR Badminton Oberliga 1966/1967,German Democratic Republic,GDR Badminton Oberliga 1967/1968,team championships,badminton,GDR Badminton Oberliga,GDR Badminton Oberliga 1965/1966,BV Tröbitz
GDR Badminton Oberliga 1965/1966,German Democratic Republic,GDR Badminton Oberliga 1966/1967,team championships,badminton,GDR Badminton Oberliga,GDR Badminton Oberliga 1964/1965,BV Tröbitz
GDR Badminton Oberliga 1964/1965,German Democratic Republic,GDR Badminton Oberliga 1965/1966,team championships,badminton,GDR Badminton Oberliga,GDR Badminton Oberliga 1963/1964,BV Tröbitz
GDR Badminton Oberliga 1962/1963,German Democratic Republic,GDR Badminton Oberliga 1963/1964,team championships,badminton,GDR Badminton Oberliga,GDR Badminton Oberliga 1961/1962,BV Tröbitz
GDR Badminton Oberliga 1963/1964,German Democratic Republic,GDR Badminton Oberliga 1964/1965,team championships,badminton,GDR Badminton Oberliga,GDR Badminton Oberliga 1962/1963,BV Tröbitz
