col0,col1,col2,col3
Subbotin,UTC+04:00,Russia,Mikhaylovka Urban Okrug
Strakhovsky,UTC+04:00,Russia,Mikhaylovka Urban Okrug
Cheremukhov,UTC+03:00,Russia,Mikhaylovka Urban Okrug
Frolov,UTC+03:00,Russia,Mikhaylovka Urban Okrug
Troitsky,UTC+03:00,Russia,Mikhaylovka Urban Okrug
Tishanka,UTC+03:00,Russia,Mikhaylovka Urban Okrug
Sukhov 2-y,UTC+03:00,Russia,Mikhaylovka Urban Okrug
Sukhov 1-y,UTC+03:00,Russia,Mikhaylovka Urban Okrug
Subbotin,UTC+03:00,Russia,Mikhaylovka Urban Okrug
Strakhovsky,UTC+03:00,Russia,Mikhaylovka Urban Okrug
Zinovyev,UTC+04:00,Russia,Mikhaylovka Urban Okrug
Zapolosny,UTC+04:00,Russia,Mikhaylovka Urban Okrug
Demochkin,UTC+04:00,Russia,Mikhaylovka Urban Okrug
