col0,col1,col2,col3
LGGS J013315.34+303722.6,17.4,Triangulum Galaxy,Triangulum
IFM-B 315,18.651,Triangulum Galaxy,Triangulum
2MASS J18391825-0602142,5.256,Stephenson 2,Scutum
2MASS J18390776-0603203,5.233,Stephenson 2,Scutum
2MASS J18391470-0601366,5.244,Stephenson 2,Scutum
2MASS J18390805-0605244,4.822,Stephenson 2,Scutum
MSX6C G026.1215-00.0345,7.324,Stephenson 2,Scutum
[S90] 10,19.91,Stephenson 2,Scutum
HD 14433,6.48,NGC 884,Perseus
LGGS J004030.62+404523.8,18.33,Andromeda Galaxy,Andromeda
LGGS J004201.09+403951.9,18.46,Andromeda Galaxy,Andromeda
HD 164492B,12.06,HD 164492,Sagittarius
HD 268727,11.59,Large Magellanic Cloud,Dorado
