col0,col1,col2,col3,col4
Hochstraße Elbmarsch,35,prestressed concrete bridge,Germany,4258
Confederation Bridge,250,prestressed concrete bridge,Canada,12.9
Pont de Brotonne,320,prestressed concrete bridge,France,1278
Jiaozhou Bay Bridge,260,prestressed concrete bridge,People's Republic of China,26.707
Skye Bridge,250,prestressed concrete bridge,United Kingdom,500
Ganter Bridge,174,prestressed concrete bridge,Switzerland,678
General Rafael Urdaneta Bridge,235,prestressed concrete bridge,Venezuela,8700
Deutz Suspension Bridge,184,prestressed concrete bridge,Germany,437
Kocher Viaduct,138,prestressed concrete bridge,Germany,1128
London Bridge,104,box girder bridge,United Kingdom,283
Farø Bridges,290,girder bridge,Denmark,3322
Jintang Bridge,620,girder bridge,People's Republic of China,26540
