col0,col1,col2,col3
Lanyu Power Plant,Taiwan Power Company,1982-07-01,Lanyu
Qimei Power Plant,Taiwan Power Company,1974-06-01,Cimei
Bergnäs Hydroelectric Power Station,Skellefteå Kraft,1989-01-01,Arjeplog Municipality
Granfors Hydroelectric Power Station,Skellefteå Kraft,1952-01-01,Skellefteå Municipality
Eichholz power station,Schluchseewerk,1931-01-01,Ühlingen-Birkendorf
Benning Road Power Plant,Potomac Electric Power Company,1906-01-01,"Washington, D.C."
Chiahui Power Plant,Chiahui Power Corporation,2003-01-01,Minxiong
Hsintao Power Plant,Hsin Tao Power Corporation,2002-01-01,Guanxi
Changsheng Power Plant,"Ever Power IPP Co., Ltd.",2001-01-01,Luzhu District
Chienshan Power Plant,Taiwan Power Company,2000-11-01,Huxi Township
Tashan Power Plant,Taiwan Power Company,1999-01-01,Jincheng
Ninh Thuận 2 Nuclear Power Plant,Vietnam Electricity,2014-01-01,Ninh Hải
Tunghsiao Power Plant,Taiwan Power Company,1983-01-01,Tongxiao
