col0,col1,col2,col3,col4,col5,col6
The Absent-Minded Professor,Edward Colman,"Washington, D.C.",Robert Stevenson,Walt Disney Studios Motion Pictures,Carroll Clark,The Absent-Minded Professor
Darby O'Gill and the Little People,Winton Hoch,Ireland,Robert Stevenson,Walt Disney Studios Motion Pictures,Carroll Clark,Darby O'Gill and the Little People
The Sword and the Rose,David Harcourt,France,Ken Annakin,RKO Pictures,Carmen Dillon,The Sword and the Rose
Ghostbusters,László Kovács,New York City,Ivan Reitman,InterCom,"John F. DeCuir, Jr.",Ghostbusters
The Happiest Millionaire,Edward Colman,Philadelphia,Norman Tokar,Walt Disney Studios Motion Pictures,John B. Mansbridge,The Happiest Millionaire
Mary Poppins,Edward Colman,London,Robert Stevenson,Walt Disney Studios Motion Pictures,McLaren Stewart,Mary Poppins
"Lt. Robin Crusoe, U.S.N.",William E. Snyder,Oceania,Byron Paul,Walt Disney Studios Motion Pictures,Carl Anderson,"Lt. Robin Crusoe, U.S.N."
"20,000 Leagues Under the Sea",Franz Planer,San Francisco,Richard Fleischer,Walt Disney Studios Motion Pictures,John Meehan,"20,000 Leagues Under the Sea"
"Lt. Robin Crusoe, U.S.N.",William E. Snyder,Oceania,Byron Paul,Walt Disney Studios Motion Pictures,Carroll Clark,"Lt. Robin Crusoe, U.S.N."
The Happiest Millionaire,Edward Colman,Philadelphia,Norman Tokar,Walt Disney Studios Motion Pictures,Carroll Clark,The Happiest Millionaire
Mary Poppins,Edward Colman,London,Robert Stevenson,Walt Disney Studios Motion Pictures,Carroll Clark,Mary Poppins
The Three Lives of Thomasina,Ray Sturgess,Scotland,Don Chaffey,Walt Disney Studios Motion Pictures,Michael Stringer,The Three Lives of Thomasina
Greyfriars Bobby,Ray Sturgess,Scotland,Don Chaffey,Walt Disney Studios Motion Pictures,Michael Stringer,Greyfriars Bobby
