col0,col1,col2,col3,col4,col5,col6
Alexander III Commemorative,House of Fabergé,Anichkov Palace,Alexander III of Russia,Alexander III of Russia,1909-01-01,lost artwork
Pansy,House of Fabergé,Anichkov Palace,Viola × wittrockiana,Viola × wittrockiana,1899-01-01,Fabergé egg
Catherine the Great,House of Fabergé,"Hillwood Estate, Museum & Gardens",Catherine II of Russia,Catherine II of Russia,1914-01-01,Fabergé egg
Bay Tree,House of Fabergé,"Fabergé museum in Saint Petersburg, Russia",Laurus nobilis,Laurus nobilis,1911-01-01,Fabergé egg
Tsarevich,House of Fabergé,Kremlin Armoury,Alexei Nikolaevich,Alexei Nikolaevich,1912-01-01,Fabergé egg
Pelican,House of Fabergé,Virginia Museum of Fine Arts,Pelecanus,Pelecanus,1898-01-01,Fabergé egg
Alexander III Commemorative,House of Fabergé,Anichkov Palace,Alexander III of Russia,Alexander III of Russia,1909-01-01,Fabergé egg
Pelican,House of Fabergé,Virginia Museum of Fine Arts,Pelecanus,Pelecanus,1898-01-01,gift
Lilies of the Valley,House of Fabergé,"Fabergé museum in Saint Petersburg, Russia",Convallaria majalis,Nicholas II of Russia,1898-01-01,Fabergé egg
Resurrection,House of Fabergé,"Fabergé museum in Saint Petersburg, Russia",resurrection appearances of Jesus,resurrection of Jesus,1894-01-01,Fabergé egg
Alexander Palace,House of Fabergé,Kremlin Armoury,Alexander Palace,Alexander Palace,1908-01-01,Fabergé egg
Gatchina Palace,House of Fabergé,Walters Art Museum,Gatchina Palace,Gatchina Palace,1901-01-01,Fabergé egg
