col0,col1,col2,col3
4 Rajab,point in time with respect to recurrent timeframe,3 Rajab,Rajab
17 Ramadan,point in time with respect to recurrent timeframe,16 Ramadan,Ramadan
28 Dhu al-Qi'dah,point in time with respect to recurrent timeframe,27 Dhu al-Qi'dah,Dhu al-Qi'dah
4 Sha'aban,point in time with respect to recurrent timeframe,3 Sha'aban,Sha'aban
19 Rabi' al-awwal,point in time with respect to recurrent timeframe,18 Rabi' al-awwal,Rabi' al-awwal
17 Sha'aban,point in time with respect to recurrent timeframe,16 Sha'aban,Sha'aban
20 Muharram,point in time with respect to recurrent timeframe,19 Muharram,Muharram
26 Dhu al-Qi'dah,point in time with respect to recurrent timeframe,25 Dhu al-Qi'dah,Dhu al-Qi'dah
1 Rajab,point in time with respect to recurrent timeframe,30 Jumada al-Thani,Rajab
14 Ramadan,point in time with respect to recurrent timeframe,13 Ramadan,Ramadan
21 Safar,point in time with respect to recurrent timeframe,20 Safar,Safar
