col0,col1,col2,col3
leg,free limb,Brockhaus and Efron Encyclopedic Dictionary,lower limb
hair,biomaterial,Brockhaus and Efron Encyclopedic Dictionary,hair (biomaterial)
leg,free limb,Brockhaus and Efron Encyclopedic Dictionary,Walking vehicle
urethra,organ with organ cavity,Gray's Anatomy (20th edition),lower urinary tract
urinary bladder,organ with organ cavity,Gray's Anatomy (20th edition),lower urinary tract
urethra,urinary organ,Gray's Anatomy (20th edition),lower urinary tract
urinary bladder,urinary organ,Gray's Anatomy (20th edition),lower urinary tract
urethra,organ with organ cavity,Armenian Soviet Encyclopedia,lower urinary tract
urinary bladder,organ with organ cavity,Armenian Soviet Encyclopedia,lower urinary tract
urethra,urinary organ,Armenian Soviet Encyclopedia,lower urinary tract
urinary bladder,urinary organ,Ottův slovník naučný,lower urinary tract
ureter,urinary organ,Armenian Soviet Encyclopedia,upper urinary tract
intestine,animal organ,Brockhaus and Efron Encyclopedic Dictionary,gastrointestinal tract
larynx,heterogeneous cluster,Riemann's Music Dictionary (1901–1904),upper respiratory tract
abdomen,tagma,Brockhaus and Efron Encyclopedic Dictionary,insect anatomy
