col0,col1,col2,col3,col4,col5,col6,col7
East Azerbaijan Province,7.8,3909652,Azarshahr County,Iran,Tabriz,45650,Iran
North Khorasan Province,14.2,863092,Faruj County,Iran,Bojnord,28434,Iran
Khuzestan Province,9.9,4710509,Dasht-e Azadegan County,Iran,Ahvaz,64055,Iran
Mazandaran Province,12.7,3283582,Qaem Shahr County,Iran,Sāri,23842,Iran
Razavi Khorasan Province,10.8,6434501,Bardaskan County,Iran,Mashhad,118884,Iran
Alborz Province,11.7,2712400,Karaj County,Iran,Karaj,5833,Iran
Hamadan Province,7.7,1738234,Hamadan County,Iran,Hamadan,19368,Iran
Tehran Province,8.3,13267637,Varamin County,Iran,Tehran,18814,Iran
Kurdistan Province,11.6,1603011,Saqqez County,Iran,Sanandaj,29137,Iran
Markazi Province,7,1429475,Arak County,Iran,Arak,29127,Iran
Ardabil Province,11.3,1270420,Khalkhal County,Iran,Ardabil,17800,Iran
West Azarbaijan Province,9.9,3265219,Urmia County,Iran,Urmia,37437,Iran
Kerman Province,6.9,3164718,Qaleh Ganj County,Iran,Kerman,180726,Iran
Qom Province,9.2,1292283,Qom County,Iran,Qom,11526,Iran
Bushehr Province,9,1163400,Deyr County,Iran,Bushehr,22743,Iran
