col0,col1,col2,col3,col4,col5,col6,col7
Cala Estància,Mediterranean Sea,37,urban beach,Blue Flag beach,220,Palma,Majorca
"Cala Sant Vicenç, Majorca",Mediterranean Sea,40,urban beach,Blue Flag beach,175,Pollença,Majorca
Platja de Sant Llorens,Mediterranean Sea,35,beach,Blue Flag beach,1750,Son Servera,Majorca
Cala Estància,Mediterranean Sea,37,beach,Blue Flag beach,220,Palma,Majorca
Ca'n Pere Antoni,Mediterranean Sea,15,golden sand beach,Blue Flag beach,750,Palma,Majorca
Cala de Santa Ponça,Mediterranean Sea,130,golden sand beach,Blue Flag beach,560,Calvià,Majorca
Port de Sant Miquel,Mediterranean Sea,70,golden sand beach,Blue Flag beach,115,Sant Joan de Labritja,Ibiza
Cala San Vicent,Mediterranean Sea,23,golden sand beach,Blue Flag beach,45,Sant Joan de Labritja,Ibiza
Platja de Palma,Mediterranean Sea,50,white sand beach,Blue Flag beach,4600,Playa de Palma,Majorca
Ciudad Jardín,Mediterranean Sea,35,white sand beach,Blue Flag beach,450,Palma,Majorca
Peguera,Mediterranean Sea,40,white sand beach,Blue Flag beach,600,Calvià,Majorca
Es Riu de Sta Eulària,Mediterranean Sea,30,white sand beach,Blue Flag beach,430,Santa Eulària des Riu,Ibiza
Santa Eulària,Mediterranean Sea,25,white sand beach,Blue Flag beach,300,Santa Eulària des Riu,Ibiza
Platja de Palma,Mediterranean Sea,50,urban beach,Blue Flag beach,4600,Playa de Palma,Majorca
