col0,col1,col2,col3
2007 NHL Entry Draft,2007-01-01,United States of America,NHL Entry Draft
2006 NHL Entry Draft,2006-01-01,Canada,NHL Entry Draft
1990 NHL Entry Draft,1990-01-01,Canada,NHL Entry Draft
2000 NHL Entry Draft,2000-01-01,Canada,NHL Entry Draft
2008 NHL Entry Draft,2008-01-01,Canada,NHL Entry Draft
1993 NHL Entry Draft,1993-01-01,Canada,NHL Entry Draft
2009 NHL Entry Draft,2009-01-01,Canada,NHL Entry Draft
2011 NHL Entry Draft,2011-01-01,United States of America,NHL Entry Draft
1997 NHL Entry Draft,1997-01-01,United States of America,NHL Entry Draft
2010 NHL Entry Draft,2010-01-01,United States of America,NHL Entry Draft
2012 NHL Entry Draft,2012-06-23,United States of America,NHL Entry Draft
