col0,col1,col2,col3,col4,col5,col6
Mark Light Field at Alex Rodriguez Park,Miami Hurricanes baseball,Populous,baseball park,1973-02-16,Coral Gables,Coral Gables
Ebbets Field,Brooklyn Dodgers,Clarence Randall Van Buskirk,baseball park,1913-04-09,Brooklyn,Brooklyn
Minute Maid Park,Houston Astros,Populous,baseball park,2000-03-30,Houston,Houston
Progressive Field,Cleveland Indians,Populous,baseball park,1994-04-02,Cleveland,Cleveland
Chase Field,Arizona Diamondbacks,Ellerbe Becket,baseball park,1998-03-31,Phoenix,Phoenix
Koshien Stadium,Hanshin Tigers,Obayashi Corporation,baseball park,1924-08-01,Nishinomiya,Nishinomiya
Yankee Stadium,New York Yankees,Populous,baseball park,2009-01-01,The Bronx,The Bronx
Yankee Stadium,New York Yankees,Osborn Engineering,baseball park,1923-04-18,The Bronx,The Bronx
Chase Field,Arizona Diamondbacks,Ellerbe Becket,building,1998-03-31,Phoenix,Phoenix
London Stadium,West Ham United F.C.,Populous,association football stadium,2012-05-06,London,Stratford
Nationals Park,Washington Nationals,Populous,baseball park,2008-03-22,"Washington, D.C.",South Capitol Street
London Stadium,West Ham United F.C.,Populous,organization,2012-05-06,London,Stratford
