col0,col1,col2,col3,col4,col5,col6
figure skating at the 2002 Winter Olympics - ice dancing compulsory dance 1,6.0 system,ice dance,compulsory dance,figure skating at the 2002 Winter Olympics – ice dance,International Olympic Committee,senior
figure skating at the 2002 Winter Olympics - ice dancing compulsory dance 2,6.0 system,ice dance,compulsory dance,figure skating at the 2002 Winter Olympics – ice dance,International Olympic Committee,senior
figure skating at the 2006 Winter Olympics - ice dancing compulsory dance,ISU Judging System,ice dance,compulsory dance,figure skating at the 2006 Winter Olympics – Ice dancing,International Olympic Committee,senior
figure skating at the 2010 Winter Olympics - ice dancing compulsory dance,ISU Judging System,ice dance,compulsory dance,figure skating at the 2010 Winter Olympics – ice dancing,International Olympic Committee,senior
2007 NRW Trophy - senior ice dancing compulsory dance,ISU Judging System,ice dance,compulsory dance,2007 NRW Trophy - senior ice dance,Deutsche Eislauf-Union,senior
2008 NRW Trophy - senior ice dancing compulsory dance,ISU Judging System,ice dance,compulsory dance,2008 NRW Trophy - senior ice dance,Deutsche Eislauf-Union,senior
2009 NRW Trophy - senior ice dancing compulsory dance,ISU Judging System,ice dance,compulsory dance,2009 NRW Trophy - senior ice dance,Deutsche Eislauf-Union,senior
2004 Cup of Russia - ice dancing compulsory dance,ISU Judging System,ice dance,compulsory dance,2004 Cup of Russia - ice dancing,Figure Skating Federation of Russia,senior
2004 Trophée Eric Bompard - ice dancing compulsory dance,ISU Judging System,ice dance,compulsory dance,2004 Trophée Eric Bompard - ice dancing,French Federation of Ice Sports,senior
2004 Cup of China - ice dancing compulsory dance,ISU Judging System,ice dance,compulsory dance,2004 Cup of China - ice dancing,Chinese Skating Association,senior
2004 NHK Trophy - ice dancing compulsory dance,ISU Judging System,ice dance,compulsory dance,2004 NHK Trophy - ice dancing,Japan Skating Federation,senior
2004 Skate Canada International - ice dancing compulsory dance,ISU Judging System,ice dance,compulsory dance,2004 Skate Canada International - ice dancing,Skate Canada,senior
2004 Skate America - ice dancing compulsory dance,ISU Judging System,ice dance,compulsory dance,2004 Skate America - ice dancing,U.S. Figure Skating,senior
2005 NHK Trophy - ice dancing compulsory dance,ISU Judging System,ice dance,compulsory dance,2005 NHK Trophy - ice dancing,Japan Skating Federation,senior
