col0,col1,col2,col3,col4
A404 autoroute,A40 autoroute,26.7,1997-01-01,Template:Attached KML/A404 autoroute
A72 autoroute,A89 autoroute,55,1975-01-01,Template:Attached KML/A72 autoroute
A61 autoroute,A620 autoroute,150,1978-01-01,Template:Attached KML/A61 autoroute
A49 autoroute,A48 autoroute,70.4,1991-01-01,Template:Attached KML/A49 autoroute
A42 autoroute,Boulevard périphérique de Lyon,53.3,1987-01-01,Template:Attached KML/A42 autoroute
A38 autoroute,A6 autoroute,36,1973-01-01,Template:Attached KML/A38 autoroute
A33 autoroute,A31 autoroute,27,1972-01-01,Template:Attached KML/A33 autoroute
A26 autoroute,A2 autoroute,394,1976-01-01,Template:Attached KML/A26 autoroute
A23 autoroute,A2 autoroute,43,1978-01-01,Template:Attached KML/A23 autoroute
A22 autoroute,A27 autoroute,18,1972-01-01,Template:Attached KML/A22 autoroute
A21 autoroute,A2 autoroute,57.5,1971-01-01,Template:Attached KML/A21 autoroute
A20 autoroute,A62 autoroute,428,1992-01-01,Template:Attached KML/A20 autoroute
A19 autoroute,A6 autoroute,131,1993-01-01,Template:Attached KML/A19 autoroute
