col0,col1,col2,col3,col4,col5,col6
Vallée-du-Ntem,department of Cameroon,576,7303,Ambam,Cameroon,South
Mbam-et-Kim,department of Cameroon,549,25906,Ntui,Cameroon,Centre
Méfou-et-Afamba,department of Cameroon,799,3358,Mfou,Cameroon,Centre
Mfoundi,department of Cameroon,726,297,Yaoundé,Cameroon,Centre
Méfou-et-Akono,department of Cameroon,701,1329,Ngoumou,Cameroon,Centre
Kadey,department of Cameroon,768,15884,Batouri,Cameroon,East
Koupé-Manengouba,department of Cameroon,1271,3404,Bangem,Cameroon,Southwest
Hauts-Plateaux,department of Cameroon,1694,415,Baham,Cameroon,West
Mayo-Rey,department of Cameroon,599,36529,Tcholliré,Cameroon,North
Lebialem,department of Cameroon,869,617,Menji,Cameroon,Southwest
Mayo-Louti,department of Cameroon,666,4161,Guider,Cameroon,North
Koung-Khi,department of Cameroon,1490,353,Bandjoun,Cameroon,West
Mayo-Banyo,department of Cameroon,1191,8520,"Banyo, Cameroon",Cameroon,Adamawa
Bamboutos,department of Cameroon,1414,1173,Mbouda,Cameroon,West
