col0,col1,col2,col3,col4,col5
Aeropuerto T4,Consorcio Regional de Transportes de Madrid,Spain,station located underground,Adolfo Suarez Madrid-Barajas Airport,Consorcio Regional de Transportes de Madrid
Aeropuerto T1-T2-T3,Consorcio Regional de Transportes de Madrid,Spain,station located underground,Adolfo Suarez Madrid-Barajas Airport,Consorcio Regional de Transportes de Madrid
Aeropuerto T4,Consorcio Regional de Transportes de Madrid,Spain,S-Bahn station,Adolfo Suarez Madrid-Barajas Airport,Consorcio Regional de Transportes de Madrid
Zurich Airport railway station,Swiss Federal Railways,Switzerland,Fernbahnhof,Zurich Airport,Swiss Federal Railways
Aeropuerto T4,Consorcio Regional de Transportes de Madrid,Spain,airport railway station,Adolfo Suarez Madrid-Barajas Airport,Consorcio Regional de Transportes de Madrid
Aeropuerto T1-T2-T3,Consorcio Regional de Transportes de Madrid,Spain,airport railway station,Adolfo Suarez Madrid-Barajas Airport,Consorcio Regional de Transportes de Madrid
Zurich Airport railway station,Swiss Federal Railways,Switzerland,airport railway station,Zurich Airport,Swiss Federal Railways
Aeropuerto T4,Consorcio Regional de Transportes de Madrid,Spain,metro station,Adolfo Suarez Madrid-Barajas Airport,Consorcio Regional de Transportes de Madrid
Aeropuerto T1-T2-T3,Consorcio Regional de Transportes de Madrid,Spain,metro station,Adolfo Suarez Madrid-Barajas Airport,Consorcio Regional de Transportes de Madrid
Zurich Airport railway station,Swiss Federal Railways,Switzerland,through station,Zurich Airport,Swiss Federal Railways
Gatwick Airport railway station,Govia Thameslink Railway,United Kingdom,airport railway station,Gatwick Airport,Network Rail
Shanghai Hongqiao railway station,China Railway Shanghai Group,People's Republic of China,airport railway station,Hongqiao Railway Station,"China State Railway Group Co.,Ltd."
