col0,col1,col2,col3,col4,col5
1988 Dow Classic,United Kingdom,1988 Dow Classic - Doubles,Women's Tennis Association,Edgbaston Priory Club,tennis
1990 Dow Classic,United Kingdom,1990 Dow Classic – Doubles,Women's Tennis Association,Edgbaston Priory Club,tennis
2002 DFS Classic,United Kingdom,2002 DFS Classic – Singles,Women's Tennis Association,Edgbaston Priory Club,tennis
2000 DFS Classic,United Kingdom,2000 DFS Classic – Doubles,Women's Tennis Association,Edgbaston Priory Club,tennis
1999 DFS Classic,United Kingdom,1999 DFS Classic – Doubles,Women's Tennis Association,Edgbaston Priory Club,tennis
1997 DFS Classic,United Kingdom,1997 DFS Classic – Doubles,Women's Tennis Association,Edgbaston Priory Club,tennis
1996 DFS Classic,United Kingdom,1996 DFS Classic – Doubles,Women's Tennis Association,Edgbaston Priory Club,tennis
1995 DFS Classic,United Kingdom,1995 DFS Classic – Doubles,Women's Tennis Association,Edgbaston Priory Club,tennis
1989 Dow Classic,United Kingdom,1989 Dow Classic – Singles,Women's Tennis Association,Edgbaston Priory Club,tennis
2005 DFS Classic,United Kingdom,2005 DFS Classic – Doubles,Women's Tennis Association,Edgbaston Priory Club,tennis
2006 DFS Classic,United Kingdom,2006 DFS Classic – Doubles,Women's Tennis Association,Edgbaston Priory Club,tennis
2012 AEGON Classic,United Kingdom,2012 AEGON Classic – Doubles,Women's Tennis Association,Edgbaston Priory Club,tennis
