col0,col1,col2,col3
Japan National Route 58,Okinawa Expressway,Kagoshima Prefecture,Japan National Route 329
Japan National Route 389,roadside station in Japan,Kagoshima Prefecture,Japan National Route 251
Japan National Route 259,roadside station in Japan,Aichi Prefecture,Japan National Route 42
Japan National Route 58,Okinawa Expressway,Kagoshima Prefecture,Japan National Route 224
Mie Prefectural Road Route 47,Mie Prefectural Road Route 750,Mie Prefecture,Mie Prefectural Road Route 750
Japan National Route 224,roadside station in Japan,"Ministry of Land, Infrastructure, Transport and Tourism",Japan National Route 58
Japan National Route 30,Japan National Route 2,"Ministry of Land, Infrastructure, Transport and Tourism",Japan National Route 436
Japan National Route 58,Japan National Route 329,Kagoshima Prefecture,Japan National Route 329
Japan National Route 487,Japan National Route 31,Hiroshima,Japan National Route 31
Japan National Route 259,Japan National Route 42,Aichi Prefecture,Japan National Route 42
Japan National Route 30,Japan National Route 2,"Ministry of Land, Infrastructure, Transport and Tourism",Japan National Route 2
