col0,col1,col2,col3,col4,col5,col6
2016 Uber Cup,2016-05-15,2016-01-01,2014 Uber Cup,badminton,2018 Uber Cup,Kunshan
2002 Uber Cup,2002-05-09,2002-01-01,2000 Uber Cup,badminton,2004 Uber Cup,Guangzhou
2012 Thomas and Uber Cup,2012-05-20,2012-01-01,2010 Thomas and Uber Cup,badminton,2014 Thomas and Uber Cup,Wuhan
2008 Uber Cup,2008-05-11,2008-01-01,2006 Uber Cup,badminton,2010 Uber Cup,Jakarta
1994 Uber Cup,1994-05-01,1994-01-01,1992 Uber Cup,badminton,1996 Uber Cup,Jakarta
1975 Uber Cup,1975-01-01,1975-01-01,1972 Uber Cup,badminton,1978 Uber Cup,Jakarta
1994 Thomas and Uber Cup,1994-05-10,1994-01-01,1992 Thomas and Uber Cup,badminton,1996 Thomas and Uber Cup,Jakarta
2008 Thomas and Uber Cup,2008-05-11,2008-01-01,2006 Thomas and Uber Cup,badminton,2010 Thomas and Uber Cup,Jakarta
2000 Uber Cup,2000-05-15,2000-01-01,1998 Uber Cup,badminton,2002 Uber Cup,Kuala Lumpur
1984 Uber Cup,1984-05-14,1984-01-01,1981 Uber Cup,badminton,1986 Uber Cup,Kuala Lumpur
2000 Thomas and Uber Cup,2000-05-11,2000-01-01,1998 Thomas and Uber Cup,badminton,2002 Thomas and Uber Cup,Kuala Lumpur
1990 Uber Cup,1990-05-30,1990-01-01,1988 Uber Cup,badminton,1992 Uber Cup,Tokyo
2014 Thomas and Uber Cup,2014-05-18,2014-01-01,2012 Thomas and Uber Cup,badminton,2016 Thomas and Uber Cup,New Delhi
2014 Uber Cup,2014-05-18,2014-01-01,2012 Uber Cup,badminton,2016 Uber Cup,New Delhi
