col0,col1,col2,col3,col4,col5,col6,col7
2017 Tour of Belgium,2016 Tour of Belgium,Belgium,Fortuneo-Oscaro 2017,2017-05-24,Kenneth Vanbilsen,Maurits Lammertink,Tour of Belgium
2018 Tour of Belgium,2017 Tour of Belgium,Belgium,Aqua Blue Sport 2018,2018-05-23,Rob Ruijgh,Andriy Hryvko,2.HC
2014 Tour of Belgium,2013 Tour of Belgium,Belgium,Topsport Vlaanderen-Baloise 2014,2014-05-28,Frédéric Amorison,Tony Martin,Tour of Belgium
2019 Tour of Belgium,2018 Tour of Belgium,Belgium,Arkéa-Samsic 2019,2019-06-12,David Boucher,Victor Campenaerts,Tour of Belgium
2015 Tour of Belgium,2014 Tour of Belgium,Belgium,Katusha 2015,2015-05-27,Philipp Walsleben,Martin Elmiger,2.HC
2017 Tour of Belgium,2016 Tour of Belgium,Belgium,Wanty-Groupe Gobert 2017,2017-05-24,Kenneth Vanbilsen,Maurits Lammertink,Tour of Belgium
2019 Tour of Belgium,2018 Tour of Belgium,Belgium,Riwal Readynez 2019,2019-06-12,Victor Campenaerts,Aimé De Gendt,2.HC
2015 Tour of Belgium,2014 Tour of Belgium,Belgium,IAM 2015,2015-05-27,Philipp Walsleben,Martin Elmiger,2.HC
2019 Tour of Belgium,2018 Tour of Belgium,Belgium,Arkéa-Samsic 2019,2019-06-12,Victor Campenaerts,Aimé De Gendt,2.HC
2014 Tour of Belgium,2013 Tour of Belgium,Belgium,Wanty-Groupe Gobert 2014,2014-05-28,Frédéric Amorison,Tony Martin,Tour of Belgium
2019 Tour of Belgium,2018 Tour of Belgium,Belgium,Lotto-Soudal 2019,2019-06-12,David Boucher,Loïc Vliegen,Tour of Belgium
2014 Tour of Belgium,2013 Tour of Belgium,Belgium,IAM 2014,2014-05-28,Frédéric Amorison,Tony Martin,Tour of Belgium
2018 Tour of Belgium,2017 Tour of Belgium,Belgium,Bardiani CSF 2018,2018-05-23,Rob Ruijgh,Andriy Hryvko,2.HC
2015 Tour of Belgium,2014 Tour of Belgium,Belgium,Katusha 2015,2015-05-27,Philipp Walsleben,Martin Elmiger,Tour of Belgium
