col0,col1,col2,col3
Wiki Workshop 2020,Wikimedia Movement,Wiki Workshop 2020,Taiwan
The Second Workshop on e-Commerce and NLP,natural language processing,The Second Workshop on e-Commerce and NLP,Taiwan
2nd Workshop on Neural Machine Translation and Generation,neural machine translation,2nd Workshop on Neural Machine Translation and Generation,Australia
3rd Workshop on Representation Learning for NLP,natural language processing,3rd Workshop on Representation Learning for NLP,Australia
8th International Workshop on Pattern Recognition in Neuroimaging,pattern recognition,8th International Workshop on Pattern Recognition in Neuroimaging,Singapore
2nd Workshop on Economics and Natural Language Processing,economics,2nd Workshop on Economics and Natural Language Processing,People's Republic of China
Workshop on Computational Terminology,terminology,Workshop on Computational Terminology,France
Wiki Workshop 2018,wiki,Wiki Workshop 2018,France
3rd International Workshop on Geospatial Linked Data,geospatial information,3rd International Workshop on Geospatial Linked Data,Greece
4th Workshop on Representation Learning for NLP,distributional semantics,4th Workshop on Representation Learning for NLP,Italy
14th Workshop on Innovative Use of NLP for Building Educational Applications,education,14th Workshop on Innovative Use of NLP for Building Educational Applications,Italy
The 7th Swedish Workshop on Data Science,data science,The 7th Swedish Workshop on Data Science,Sweden
The Third Workshop on Evaluating Vector Space Representations for NLP,vector space model,The Third Workshop on Evaluating Vector Space Representations for NLP,United States of America
"First Workshop on Trolling, Aggression and Cyberbullying",cyber bulliying,"First Workshop on Trolling, Aggression and Cyberbullying",United States of America
First International Workshop on e-Commerce and NLP,E-commerce,First International Workshop on e-Commerce and NLP,United States of America
