col0,col1,col2,col3,col4,col5,col6
Spearow,normal-type Pokémon,brown,30,Pokémon universe,2,list of Pokémon introduced in Generation I
Arceus,water-type Pokémon,gray,320,Pokémon universe,320,list of Pokémon introduced in Generation IV
Starly,flying-type Pokémon,brown,30,Pokémon universe,2,list of Pokémon introduced in Generation IV
Natu,flying-type Pokémon,green,20,Pokémon universe,2,list of Pokémon introduced in Generation II
Pidgeotto,flying-type Pokémon,brown,110,Pokémon universe,30,list of Pokémon introduced in Generation I
Fearow,flying-type Pokémon,brown,120,Pokémon universe,38,list of Pokémon introduced in Generation I
Spearow,flying-type Pokémon,brown,30,Pokémon universe,2,list of Pokémon introduced in Generation I
Arceus,flying-type Pokémon,gray,320,Pokémon universe,320,list of Pokémon introduced in Generation IV
Salamence,dragon-type Pokémon,blue,150,Pokémon universe,102,list of Pokémon introduced in Generation III
Dragonite,dragon-type Pokémon,brown,220,Pokémon universe,210,list of Pokémon introduced in Generation I
Rayquaza,dragon-type Pokémon,green,7,Pokémon universe,206,list of Pokémon introduced in Generation III
Butterfree,bug-type Pokémon,white,110,Pokémon universe,32,list of Pokémon introduced in Generation I
