col0,col1,col2,col3,col4
Nepal,culture of Nepal,sovereign state,70.253,0.6
Laos,culture of Laos,sovereign state,66.683,6.9
Kyrgyzstan,culture of Kyrgyzstan,sovereign state,70.95122,3.8
Bolivia,culture of Bolivia,sovereign state,69.125,4.1
Paraguay,culture of Paraguay,sovereign state,73.12,4.1
Mongolia,culture of Mongolia,sovereign state,69.287,1
Chad,culture of Chad,sovereign state,52.903,-6.4
Uzbekistan,culture of Uzbekistan,sovereign state,71.314,7.8
Kazakhstan,culture of Kazakhstan,sovereign state,72.3,1.1
Slovakia,culture of Slovakia,sovereign state,76.56341,3.3
Czech Republic,culture of the Czech Republic,sovereign state,79.02683,2.4
