col0,col1,col2,col3,col4,col5
Middlesex County,Ontario,Canada,"North Middlesex, Ontario",Lambton County,upper-tier municipality
United Counties of Prescott and Russell,Ontario,Canada,Casselman,Papineau Regional County Municipality,upper-tier municipality
Northumberland County,Ontario,Canada,Cobourg,Regional Municipality of Durham,upper-tier municipality
Middlesex County,Ontario,Canada,"North Middlesex, Ontario",Lambton County,county of Ontario
United Counties of Prescott and Russell,Ontario,Canada,Casselman,Papineau Regional County Municipality,county of Ontario
Huron County,Ontario,Canada,South Huron,Grey County,upper-tier municipality
Grey County,Ontario,Canada,The Blue Mountains,Simcoe County,upper-tier municipality
Simcoe County,Ontario,Canada,Ramara,Grey County,upper-tier municipality
Huron County,Ontario,Canada,South Huron,Grey County,county of Ontario
Grey County,Ontario,Canada,The Blue Mountains,Simcoe County,county of Ontario
Simcoe County,Ontario,Canada,Ramara,Grey County,county of Ontario
Regional Municipality of York,Ontario,Canada,Vaughan,Toronto,regional municipality of Ontario
