col0,col1,col2,col3,col4
2010 Heineken Open,tennis,ASB Tennis Centre,tennis tournament edition,2010 Heineken Open – Singles
2007 Heineken Open,tennis,ASB Tennis Centre,tennis tournament edition,2007 Heineken Open – Doubles
1997 BellSouth Open,tennis,ASB Tennis Centre,tennis tournament edition,1997 BellSouth Open – Singles
1993 Benson and Hedges Open,tennis,ASB Tennis Centre,Heineken Open,1993 Heineken Open – Singles
2014 Heineken Open,tennis,ASB Tennis Centre,Heineken Open,2014 Heineken Open – Singles
2005 Heineken Open,tennis,ASB Tennis Centre,Heineken Open,2005 Heineken Open – Doubles
2003 Heineken Open,tennis,ASB Tennis Centre,Heineken Open,2003 Heineken Open – Doubles
2002 Heineken Open,tennis,ASB Tennis Centre,Heineken Open,2002 Heineken Open – Doubles
2001 Heineken Open,tennis,ASB Tennis Centre,Heineken Open,2001 Heineken Open – Doubles
1998 Heineken Open,tennis,ASB Tennis Centre,Heineken Open,1998 Heineken Open – Doubles
1996 BellSouth Open,tennis,ASB Tennis Centre,Heineken Open,1996 BellSouth Open – Doubles
