col0,col1,col2,col3
Santahamina,473,Laajasalon peruspiiri,Finland
Tammisalo,2223,Herttoniemen peruspiiri,Finland
Kulosaari,3841,Kulosaaren peruspiiri,Finland
Vanhakaupunki,794,Vanhankaupungin peruspiiri,Finland
Östersundom,542,Östersundom major district,Finland
Suomenlinna,704,Ullanlinna district,Finland
Vallila,10375,Helsinki central major district,Finland
Mellunkylä,36887,Helsinki eastern major district,Finland
Vuosaari,38155,Helsinki eastern major district,Finland
Vartiokylä,30244,Helsinki eastern major district,Finland
Laakso,2060,Reijola,Finland
Lauttasaari,24326,Helsinki southern major district,Finland
Östersundom,542,Sipoo,Finland
Munkkiniemi,17948,Helsinki western major district,Finland
