col0,col1,col2,col3,col4
Treehouse of Horror XXIX,Joel H. Cohen,Fox Broadcasting Company,2018-10-21,30th season of The Simpsons
Treehouse of Horror XXVI,Joel H. Cohen,Fox Broadcasting Company,2015-10-25,27th season of The Simpsons
Treehouse of Horror XXV,Stephanie Gillis,Fox Broadcasting Company,2014-10-19,26th season of The Simpsons
Treehouse of Horror XXIV,Jeff Westbrook,Fox Broadcasting Company,2013-10-06,25th season of The Simpsons
Super Irma,David Wise,CBS,1992-01-01,"Teenage Mutant Ninja Turtles (1987 TV series, season 6)"
Treehouse of Horror XIV,John Swartzwelder,Fox Broadcasting Company,2003-11-02,15th season of The Simpsons
Treehouse of Horror X,Donick Cary,Fox Broadcasting Company,1999-10-31,11th season of The Simpsons
Treehouse of Horror IX,David X. Cohen,Fox Broadcasting Company,1998-10-25,tenth season of The Simpsons
Treehouse of Horror VIII,David X. Cohen,Fox Broadcasting Company,1997-10-26,ninth season of The Simpsons
Treehouse of Horror VII,David X. Cohen,Fox Broadcasting Company,1996-10-27,eighth season of The Simpsons
Treehouse of Horror VI,John Swartzwelder,Fox Broadcasting Company,1995-10-29,seventh season of The Simpsons
