col0,col1,col2,col3,col4
De Hoop,Arnhem,Netherlands,Smock mill on a small hill,Rijksmonument
"Sint Antonius, Laar",Weert,Netherlands,Smock mill on a small hill,Rijksmonument
Mariamolen,Cuijk,Netherlands,Smock mill on a small hill,Rijksmonument
"De Victor, Someren",Someren,Netherlands,Smock mill on a small hill,Rijksmonument
"Windlust, Vorstenbosch",Bernheze,Netherlands,Smock mill on a small hill,Rijksmonument
De Buitenmolen,Zevenaar,Netherlands,Smock mill on a small hill,Rijksmonument
Aan de Pegstukken,Meierijstad,Netherlands,Smock mill on a small hill,Rijksmonument
"De Witten, Etten",Oude IJsselstreek,Netherlands,Smock mill on a small hill,Rijksmonument
"Nooit Gedacht, Merselo",Venray,Netherlands,Smock mill on a small hill,Rijksmonument
"De Couwenbergh, Kaatsheuvel",Loon op Zand,Netherlands,Smock mill on a small hill,Rijksmonument
