col0,col1,col2,col3,col4,col5
Leipzig,Sytin Military Encyclopedia,113,Bologna,Leipzig District,297.8
Karlsruhe,The Nuttall Encyclopædia,115,Halle (Saale),Karlsruhe Government Region,173.42
Kassel,The Nuttall Encyclopædia,175,Florence,Kassel,106.78
Mannheim,Brockhaus and Efron Encyclopedic Dictionary,97,Beyoğlu,Electoral Palatinate,144.97
Augsburg,Brockhaus and Efron Encyclopedic Dictionary,482,Dayton,Swabia,146.87
Bonn,Jewish Encyclopedia of Brockhaus and Efron,60,La Paz,Germany,141.06
Kassel,Brockhaus and Efron Encyclopedic Dictionary,145,Florence,Kassel,106.78
Bonn,Brockhaus and Efron Encyclopedic Dictionary,60,La Paz,Germany,141.06
Karlsruhe,Armenian Soviet Encyclopedia,115,Halle (Saale),Karlsruhe,173.42
Augsburg,Brockhaus and Efron Encyclopedic Dictionary,482,Dayton,Augsburg,146.87
Kassel,The Nuttall Encyclopædia,175,Florence,Kassel Government Region,106.78
Oldenburg,Brockhaus and Efron Encyclopedic Dictionary,4,Groningen,Grand Duchy of Oldenburg,103.09
Osnabrück,New Encyclopedic Dictionary,63,Haarlem,Ems-Supérieur,119.8
Oldenburg,Brockhaus and Efron Encyclopedic Dictionary,4,Groningen,County of Oldenburg,103.09
Darmstadt,Brockhaus and Efron Encyclopedic Dictionary,144,Alkmaar,Darmstadt-Dieburg,122.09
