col0,col1,col2,col3
Arsia Mons,Phoenicis Lacus quadrangle,mons,470
Alba Mons,Arcadia quadrangle,mons,548
Anseris Mons,Iapygia quadrangle,mons,52.5
Montes Taurus,LQ12,mons,166
Montes Caucasus,LQ05,mons,444
Mons Bradley,LQ12,mons,76.5
Ausonia Montes,Mare Tyrrhenum quadrangle,mons,333
Caloris Montes,Raditladi quadrangle,mons,1023
Theia Mons,Devana Chasma quadrangle,shield volcano,226
Elysium Mons,Elysium quadrangle,shield volcano,401
Pavonis Mons,Tharsis quadrangle,shield volcano,367
Arsia Mons,Phoenicis Lacus quadrangle,shield volcano,470
Alba Mons,Arcadia quadrangle,shield volcano,548
Caloris Montes,Raditladi quadrangle,geographic region,1023
