col0,col1,col2,col3,col4,col5,col6
Nathalie Ehler,St. John's,9981,133,11390,Rachel Borchard,8.7
Komet III,St. John's,4169,111.1,4752,Gracechurch Comet,6.56
Lantau Arrow,Majuro,14290,158.7,14901,Amalthea,9.2
Hanni,Hamburg,5056,118,6867,Svealand,7.09
Sven,Hamburg,6362,121,7223,Solid,6.69
Wes Carina,Limassol,10585,151.72,13000,Wes Carina,8
Oocl Rauma,Harlingen,17488,168.11,17892,Oocl Rauma,9.61
Zbcan Borchard,St. John's,7852,140,9299,Zbcan Borchard,7.33
Skogafoss,St. John's,7545,129.6,8210,Skogafoss,7.4
Charlotta B,Monrovia,17488,168,17822,Charlotta B,9.62
Turnberry Kontor,Monrovia,9940,147.87,13856,Turnberry Kontor,8.5
Wes Carina,Limassol,10585,151.72,13000,Amisia J,8
Oocl Rauma,Harlingen,17488,168.11,17892,Elysee,9.61
Zbcan Borchard,St. John's,7852,140,9299,Huelva,7.33
