col0,col1,col2,col3,col4,col5,col6
NWSL player ID,Wikidata property related to women's sport,always incomplete,Rumi Utsugi,MLS player ID,National Women's Soccer League,United States of America
OnsOranje match ID,Wikidata property related to sport events,eventually complete,UEFA Women's Euro 2017 Final,OnsOranje tournament ID,OnsOranje,Kingdom of the Netherlands
FaroeSoccer coach ID,Wikidata property related to association football,eventually complete,Aleksandar Đorđević,FaroeSoccer player ID,FaroeSoccer,Denmark
LevskiSofia.info player ID,Wikidata property related to association football,eventually complete,Jordi Gómez,LevskiSofia.info coach ID,LevskiSofia.info,Bulgaria
RusTeam player ID,Wikidata property related to association football,eventually complete,Eduard Streltsov,CanadaSoccer.com person ID,association football player,Russia
Voetbalstats player ID,Wikidata property related to association football,always incomplete,Simon Tahamata,Wereld van Oranje player ID,Voetbalstats,Kingdom of the Netherlands
So Foot ID,Wikidata property related to association football,always incomplete,Inter Milan,L'Équipe football player ID,SO FOOT,France
NWSL player ID,Wikidata property related to association football,always incomplete,Rumi Utsugi,MLS player ID,National Women's Soccer League,United States of America
OnsOranje player ID,Wikidata property related to association football,eventually complete,Terence Kongolo,OnsOranje match ID,OnsOranje,Kingdom of the Netherlands
OnsOranje match ID,Wikidata property related to association football,eventually complete,UEFA Women's Euro 2017 Final,OnsOranje tournament ID,OnsOranje,Kingdom of the Netherlands
Fogis.se ID,Wikidata property related to association football,always incomplete,Zlatan Ibrahimović,Swedish Football Association player ID,Swedish Football Association,Sweden
OnsOranje match ID,Wikidata property for an identifier,eventually complete,UEFA Women's Euro 2017 Final,OnsOranje tournament ID,OnsOranje,Kingdom of the Netherlands
FaroeSoccer coach ID,Wikidata property for authority control for people,eventually complete,Aleksandar Đorđević,FaroeSoccer player ID,FaroeSoccer,Denmark
LevskiSofia.info player ID,Wikidata property for authority control for people,eventually complete,Jordi Gómez,LevskiSofia.info coach ID,LevskiSofia.info,Bulgaria
