col0,col1,col2,col3,col4,col5,col6,col7
Kalmar County,Sweden,Kalmar,245446,county of Sweden,9335.55,1634-01-01,Blekinge County
Gävleborg County,Sweden,Gävle,287382,county of Sweden,6895.87,1762-01-01,Jämtland County
Halland County,Sweden,Halmstad,333848,county of Sweden,3285.07,1719-01-01,Västra Götaland County
Norrbotten County,Sweden,Luleå,250093,county of Sweden,6966.52,1810-05-21,Lapland
Jämtland County,Sweden,Östersund,130810,county of Sweden,4817.38,1810-01-01,Västerbotten County
Västerbotten County,Sweden,Umeå,271736,county of Sweden,12158.61,1638-01-01,Nordland
Kronoberg County,Sweden,Växjö,201469,county of Sweden,961.83,1687-01-01,Blekinge County
Örebro County,Sweden,Örebro,304805,county of Sweden,1128.85,1634-01-01,Västra Götaland County
Stockholm County,Sweden,Stockholm,2377081,county of Sweden,16540.52,1714-01-01,Åland Islands
Dalarna County,Sweden,Falun,287966,county of Sweden,2192.31,1997-01-01,Hedmark
Kalmar County,Sweden,Kalmar,245446,county of Sweden,11159.9,1634-01-01,Östergötland County
Södermanland County,Sweden,Nyköping,297540,county of Sweden,2624,1634-01-01,Stockholm County
Värmland County,Sweden,Karlstad,282414,county of Sweden,4269.81,1779-01-01,Østfold
