col0,col1,col2,col3,col4,col5,col6,col7
EF Eridani,6.2656,14.53,-54.87,astrophysical X-ray source,J2000.0,48.55521962816833,-22.59525472749889
VY Sculptoris,1.5603,12.699,-13.648,spectroscopic binary star,J2000.0,352.2519629738304,-29.7794390629083
EF Eridani,6.2656,14.53,-54.87,Polar,J2000.0,48.55521962816833,-22.59525472749889
VY Sculptoris,1.5603,12.699,-13.648,star,J2000.0,352.2519629738304,-29.7794390629083
EF Eridani,6.2656,14.53,-54.87,star,J2000.0,48.55521962816833,-22.59525472749889
CRTS J172102.4+273301,0.7983,20.02,-2.025,nova-like stars,J2000.0,260.2603321506867,27.5503435138299
SDSS J152509.57+360054.5,1.9279,19.64,-16.876,nova-like stars,J2000.0,231.2898622045049,36.015189953328
SDSS J090221.34+381941.9,2.5194,20.1576,-15.799,nova-like stars,J2000.0,135.5890096698994,38.3282894405594
SDSS J164228.06+193410.0,0.6213,20.282,-28.606,nova-like stars,J2000.0,250.61694577605,19.569479134468
V* BP Lyn,1.4353,14.1735,-17.904,nova-like stars,J2000.0,135.7870101077488,41.2965453736444
NSV 2853,1.1311,12.658,-17.831,nova-like stars,J2000.0,92.6832051867758,25.1753589540858
