col0,col1,col2,col3
2003 Latifiya ambush,Iraq,Centro Nacional de Inteligencia,1
Kyoto Animation arson attack,Japan,Kyoto Animation,34
2017 Lower Manhattan attack,United States of America,pedestrian,15
Atemptat a la Rambla de Barcelona,Spain,pedestrian,152
2017 Catalonia attacks,Spain,pedestrian,151
2017 Manchester Arena bombing,United Kingdom,audience,120
2017 Las Vegas shooting,United States of America,audience,851
June 2017 London attack,United Kingdom,civilian,48
2016 Nice attack,France,civilian,434
March 2016 Ankara bombing,Turkey,civilian,125
2015 Ankara bombings,Turkey,civilian,400
