col0,col1,col2,col3,col4,col5,col6
Inowrocław,Brockhaus and Efron Encyclopedic Dictionary,Poland,Inowrocław Voivodeship,UTC+02:00,76086,1120-01-01
Kwidzyn,Brockhaus and Efron Encyclopedic Dictionary,Poland,Kwidzyn County,UTC+02:00,40008,1233-01-01
Cieszyn,Nordisk familjebok,Poland,Cieszyn County,UTC+02:00,36119,1155-01-01
Kwidzyn,Brockhaus and Efron Encyclopedic Dictionary,Poland,Marienwerder Government Region,UTC+02:00,40008,1233-01-01
Inowrocław,Brockhaus and Efron Encyclopedic Dictionary,Poland,Inowrocław Voivodeship,UTC+01:00,76086,1120-01-01
Kwidzyn,Brockhaus and Efron Encyclopedic Dictionary,Poland,Kwidzyn County,UTC+01:00,40008,1233-01-01
Cieszyn,Nordisk familjebok,Poland,Cieszyn County,UTC+01:00,36119,1155-01-01
Kwidzyn,Brockhaus and Efron Encyclopedic Dictionary,Poland,Marienwerder Government Region,UTC+01:00,40008,1233-01-01
Nowy Targ,Brockhaus and Efron Encyclopedic Dictionary,Poland,Gmina Nowy Targ,UTC+02:00,33545,1201-01-01
Kostrzyn nad Odrą,Brockhaus and Efron Encyclopedic Dictionary,Poland,Neumark,UTC+02:00,18125,1201-01-01
Nowy Targ,Brockhaus and Efron Encyclopedic Dictionary,Poland,Nowy Targ County,UTC+02:00,33545,1201-01-01
Malbork,Brockhaus and Efron Encyclopedic Dictionary,Poland,Malbork Voivodeship,UTC+02:00,38895,1201-01-01
