col0,col1,col2,col3,col4
Cologne Central Station,Germany,architectural heritage monument in North Rhine-Westphalia,1859-01-01,Köln-Ehrenfeld station
Leer,Germany,Kulturdenkmal,1856-06-20,Weener railway station
Cologne Central Station,Germany,architectural heritage monument in North Rhine-Westphalia,1859-01-01,Köln-Nippes station
Zürich Hauptbahnhof,Switzerland,class A Swiss cultural property of national significance,1847-01-01,Zurich Hardbrücke railway station
Göttingen station,Germany,architectural heritage monument,1854-05-31,Nörten-Hardenberg station
Cologne Central Station,Germany,architectural heritage monument in North Rhine-Westphalia,1859-01-01,Köln West station
Bielefeld Central Station,Germany,architectural heritage monument in North Rhine-Westphalia,1847-01-01,Brackwede station
Hagen Central Station,Germany,architectural heritage monument in North Rhine-Westphalia,1848-01-01,Dortmund Central Station
Erfurt Central Station,Germany,Kulturdenkmal,1846-01-01,Leipzig Hauptbahnhof
Fulda station,Germany,Kulturdenkmal,1866-01-01,Würzburg Central Station
Zürich Hauptbahnhof,Switzerland,class A Swiss cultural property of national significance,1847-01-01,Zurich Stadelhofen railway station
