col0,col1,col2,col3
1979 European Athletics Indoor Championships,1979-02-24,Austria,track and field
1970 European Athletics Indoor Championships,1970-03-14,Austria,track and field
2002 European Athletics Indoor Championships,2002-03-01,Austria,track and field
1978 European Athletics Indoor Championships,1978-03-11,Italy,track and field
2009 European Athletics Indoor Championships,2009-03-06,Italy,track and field
1992 European Athletics Indoor Championships,1992-02-29,Italy,track and field
1982 European Athletics Indoor Championships,1982-03-06,Italy,track and field
1975 European Athletics Indoor Championships,1975-03-08,Poland,track and field
1984 European Athletics Indoor Championships,1984-03-03,Sweden,track and field
1974 European Athletics Indoor Championships,1974-03-09,Sweden,track and field
2000 European Athletics Indoor Championships,2000-02-25,Belgium,track and field
1986 European Athletics Indoor Championships,1986-02-22,Spain,track and field
1977 European Athletics Indoor Championships,1977-03-12,Spain,track and field
2005 European Athletics Indoor Championships,2005-03-04,Spain,track and field
1968 European Indoor Games,1968-03-09,Spain,track and field
