col0,col1,col2,col3,col4
Synagoge,Germany,Wertheim,Alemannia Judaica,synagogue
Synagoge,Germany,Lauda-Königshofen,Alemannia Judaica,synagogue
Synagogue in Czarny Dunajec,Poland,Czarny Dunajec,Virtual Shtetl,synagogue
Synagoge,Germany,Tauberbischofsheim,Alemannia Judaica,synagogue
Hœnheim synagogue,France,Hoenheim,jüdische-gemeinden.de,synagogue
Gœrsdorf synagogue,France,Gœrsdorf,Alemannia Judaica,synagogue
Uffheim synagogue,France,Uffheim,Alemannia Judaica,synagogue
Schirrhoffen synagogue,France,Schirrhoffen,Alemannia Judaica,synagogue
Schalbach synagogue,France,Schalbach,jüdische-gemeinden.de,synagogue
"Synagogue, Szombathely",Hungary,Szombathely,jüdische-gemeinden.de,synagogue
Kyllburg Synagoge,Germany,Kyllburg,Alemannia Judaica,synagogue
Synagogue,Germany,Weikersheim,Alemannia Judaica,synagogue
Boulay-Moselle synagogue,France,Boulay-Moselle,Le Site du Judaïsme d'Alsace et de Lorraine,synagogue
"Synagogue, Banská Štiavnica",Slovakia,Banská Štiavnica,Slovak Jewish Heritage,synagogue
Synagoge,Germany,Bad Mergentheim,Alemannia Judaica,synagogue
