col0,col1,col2,col3,col4,col5,col6
Naxos Regional Unit,UTC+02:00,South Aegean,Greece,regional unit of Greece,2011-01-01,Naxos (city)
Serres Prefecture,UTC+02:00,Central Macedonia,Greece,regional unit of Greece,2011-01-01,Serres
Chania Regional Unit,UTC+02:00,Crete Region,Greece,regional unit of Greece,2011-01-01,Chania
Thessaloniki Regional Unit,UTC+02:00,Central Macedonia,Greece,regional unit of Greece,1912-01-01,Thessaloniki
Kilkis Regional Unit,UTC+02:00,Central Macedonia,Greece,regional unit of Greece,2011-01-01,Kilkis
Drama Regional Unit,UTC+02:00,East Macedonia and Thrace,Greece,regional unit of Greece,2011-01-01,Drama
Imathia Regional Unit,UTC+02:00,Central Macedonia,Greece,regional unit of Greece,2011-01-01,Veroia
Phthiotis Prefecture,UTC+02:00,Thessaly Region,Greece,regional unit of Greece,2011-01-01,Lamia
Aetolia-Acarnania Regional Unit,UTC+02:00,West Greece Region,Greece,regional unit of Greece,2011-01-01,Missolonghi
Laconia,UTC+02:00,Peloponnese Region,Greece,regional unit of Greece,2011-01-01,Sparti
