col0,col1,col2,col3,col4,col5
Bendigo East,1985-01-01,48899,Australia,64246,electoral district of Victoria
Bellarine,1985-01-01,49417,Australia,59222,electoral district of Victoria
Bayswater,1992-01-01,44047,Australia,62184,electoral district of Victoria
Bass,2002-01-01,58325,Australia,72701,electoral district of Victoria
Altona,1992-01-01,55418,Australia,91695,electoral district of Victoria
Albert Park,1889-01-01,48949,Australia,75951,electoral district of Victoria
Rowville,2014-01-01,39893,Australia,55229,electoral district of Victoria
Buninyong,2014-01-01,45559,Australia,59223,electoral district of Victoria
Bendigo West,1985-01-01,45324,Australia,60122,electoral district of Victoria
Niddrie,1976-01-01,44716,Australia,59594,electoral district of Victoria
Carrum,1976-01-01,48726,Australia,67718,electoral district of Victoria
Ringwood,1958-01-01,41299,Australia,62070,electoral district of Victoria
Yuroke,2002-01-01,58068,Australia,89162,electoral district of Victoria
Yan Yean,1992-01-01,58159,Australia,79880,electoral district of Victoria
