col0,col1,col2,col3,col4,col5
Twentieth Conference on Neural Information Processing Systems,Whistler,academic conference,2006-12-04,Twentieth Conference on Neural Information Processing Systems,Conference on Neural Information Processing Systems
Twenty-Second Annual Conference on Neural Information Processing Systems,Hyatt Regency Vancouver,academic conference,2008-12-08,Twenty-Second Annual Conference on Neural Information Processing Systems,Conference on Neural Information Processing Systems
Twenty-fourth Conference on Neural Information Processing Systems,Hyatt Regency Vancouver,academic conference,2010-12-06,Twenty-fourth Conference on Neural Information Processing Systems,Conference on Neural Information Processing Systems
Twenty-fifth Conference on Neural Information Processing Systems,Granada,academic conference,2011-12-12,Twenty-fifth Conference on Neural Information Processing Systems,Conference on Neural Information Processing Systems
Twenty-eighth Conference on Neural Information Processing Systems,Palais des congrès de Montréal,academic conference,2014-12-08,Twenty-eighth Conference on Neural Information Processing Systems,Conference on Neural Information Processing Systems
Twenty-ninth Conference on Neural Information Processing Systems,Palais des congrès de Montréal,academic conference,2015-12-07,Twenty-ninth Conference on Neural Information Processing Systems,Conference on Neural Information Processing Systems
Thirty-seventh International Conference on Machine Learning,Messe Wien,academic conference,2020-07-12,Thirty-seventh International Conference on Machine Learning,International Conference on Machine Learning
"The 42nd IEEE International Conference on Acoustics, Speech and Signal Processing",New Orleans,academic conference,2017-03-05,"The 42nd IEEE International Conference on Acoustics, Speech and Signal Processing","International Conference on Acoustics, Speech, and Signal Processing"
Digital Humanities 2018,Mexico City,academic conference,2018-06-26,Digital Humanities 2018,Digital Humanities
Digital Humanities 2020,Ottawa,academic conference,2020-07-20,Digital Humanities 2020,Digital Humanities
The 2018 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies,New Orleans,academic conference,2018-06-01,The 2018 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies,Annual Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies
The 55th annual meeting of the Association for Computational Linguistics,Vancouver,academic conference,2017-07-30,The 55th annual meeting of the Association for Computational Linguistics,Annual Meeting of the Association for Computational Linguistics
The 22nd ACM Conference on Computer-Supported Cooperative Work and Social Computing,Austin,academic conference,2019-11-09,The 22nd ACM Conference on Computer-Supported Cooperative Work and Social Computing,ACM Conference on Computer-Supported Cooperative Work and Social Computing
6th International Conference on Computational Social Science,Cambridge,academic conference,2020-06-17,6th International Conference on Computational Social Science,Annual International Conference on Computational Social Science
